"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"660","The Chipotle on Cherry Hill Road is slow now",FALSE,0,NA,2017-11-30 00:38:33,FALSE,NA,"936031660818169857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JHackDaMan",0,FALSE,FALSE,NA,NA
"661","Come out to Chipotle on S. Staples from 5-9 to support Eagle Wrestling!!!!<ed><U+00A0><U+00BE><ed><U+00B4><U+00BC><U+200D><U+2642><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00BC><U+200D><U+2640><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B6><U+0085> https://t.co/a5VFHNYxmb",FALSE,1,NA,2017-11-30 00:38:29,FALSE,NA,"936031643147603975",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VM_Leal",2,FALSE,FALSE,NA,NA
"662","I might slide back over to uberrito. That shit killin chipotle.",FALSE,0,NA,2017-11-30 00:38:00,FALSE,NA,"936031523379253250",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justsay__tt",0,FALSE,FALSE,NA,NA
"663","RT @bmont2018: COME SUPORT BEAUMONT PROM NEXT WEDNESDAY, DEC. 6th at the CEDAR CHIPOTLE!! just show them this flyer either a paper version…",FALSE,0,NA,2017-11-30 00:37:56,FALSE,NA,"936031505289302016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClaireRoland99",9,TRUE,FALSE,NA,NA
"664","@ignDub Check out https://t.co/6Pw4b4qLLL. -James",FALSE,0,"ignDub",2017-11-30 00:37:55,FALSE,"936030754118791168","936031501103386626","4867851958","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","ChipotleTweets",0,FALSE,FALSE,NA,NA
"665","RT @Alex_mason_16: I swear I can eat chipotle for every meal",FALSE,0,NA,2017-11-30 00:37:48,FALSE,NA,"936031475006242816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdonIsntManley",2,TRUE,FALSE,NA,NA
"666","Me: I have 9 friends. 

Friend: chipotle is better than @qdoba 

Me: https://t.co/5mbX5eIJQv",FALSE,6,NA,2017-11-30 00:37:40,FALSE,NA,"936031441112231936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicol3094",2,FALSE,FALSE,NA,NA
"667","RT @BeautyChickee: I am convinced that chipotle mayo sauce goes with anything ever",FALSE,0,NA,2017-11-30 00:37:33,FALSE,NA,"936031412037345281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","addictedonjacks",74,TRUE,FALSE,NA,NA
"668","Colores , texturas , aromas y sabores <ed><U+00A0><U+00BD><ed><U+00B8><U+008B>, así describo mi comida de hoy <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BE><ed><U+00B7><U+00A1><ed><U+00A0><U+00BD><ed><U+00B2><U+009C> : papa al horno rellena de lentejas co… https://t.co/CQQeIhniIZ",FALSE,0,NA,2017-11-30 00:37:33,TRUE,NA,"936031411156303873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dioneabin_HC",1,FALSE,FALSE,NA,NA
"669","@BeezY_StoneCold But you did tho...Chipotle good as hell",FALSE,0,"BeezY_StoneCold",2017-11-30 00:37:26,FALSE,"936029196991725569","936031379921559553","314019064","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoxoraae",0,FALSE,FALSE,NA,NA
"670","If someone gets me a chipotle gift card for Christmas, I’ll love them forever .",FALSE,1,NA,2017-11-30 00:37:17,FALSE,NA,"936031342810292224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsbradyadah",0,FALSE,FALSE,NA,NA
"671","I'm at Chipotle Mexican Grill in Bowie, MD https://t.co/A7yxDn4N7D",FALSE,0,NA,2017-11-30 00:37:13,FALSE,NA,"936031327928930304",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","koolbreez3",0,FALSE,FALSE,"-76.82827041","38.95481963"
"672","RT @_Paytontaylor_: In need of some chipotle like rn",FALSE,0,NA,2017-11-30 00:37:11,FALSE,NA,"936031319011856384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mace_Waller",6,TRUE,FALSE,NA,NA
"673","Idk what’s a bigger joke; my life, or the fact that chipotle claims the side of guac is enough for two people <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+200D><U+2640><U+FE0F>",FALSE,1,NA,2017-11-30 00:37:08,FALSE,NA,"936031303522226176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amberlynn3695",0,FALSE,FALSE,NA,NA
"674","AKECHICON - DURING KATSUCON 18, AT CHIPOTLE, HOURS UNKNOWN",FALSE,3,NA,2017-11-30 00:37:04,FALSE,NA,"936031287881752576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iscythea",0,FALSE,FALSE,NA,NA
"675","Chipotle all the time <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,2017-11-30 00:37:03,FALSE,NA,"936031285172228096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jesscunninghaam",0,FALSE,FALSE,NA,NA
"676","Honey Chipotle Chicken Wings https://t.co/1F02dtZiWe",FALSE,0,NA,2017-11-30 00:37:03,FALSE,NA,"936031283909623808",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","samara706",0,FALSE,FALSE,NA,NA
"677","I’m eatin Chipotle for the first time ..",FALSE,0,NA,2017-11-30 00:37:00,FALSE,NA,"936031271880445953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deiondra__",0,FALSE,FALSE,NA,NA
"678","Chipotle Founder Steve Ells Steps Down as CEO - Eater https://t.co/92ha6rdZWg",FALSE,0,NA,2017-11-30 00:36:55,FALSE,NA,"936031249801428993",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","DanCoxPR",0,FALSE,FALSE,NA,NA
"679","That feeling you get when you tell the cashier at Chipotle that you did charge you for extra guacamole and you tell… https://t.co/f3xmV626Dl",FALSE,1,NA,2017-11-30 00:36:44,TRUE,NA,"936031204570161152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","F00DnBASKETBALL",0,FALSE,FALSE,NA,NA
"680","Do Something Club is having a fundraiser at Chipotle on Monday! Details on Flyer <ed><U+00A0><U+00BC><ed><U+00BC><U+00AF> https://t.co/8SknyNi74w",FALSE,1,NA,2017-11-30 00:36:44,FALSE,NA,"936031203177644032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YCS_Media",0,FALSE,FALSE,NA,NA
"681","Haven't had  chipotle in awhile <ed><U+00A0><U+00BD><ed><U+00B8><U+009E>",FALSE,2,NA,2017-11-30 00:36:36,FALSE,NA,"936031171347206144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrGAinzz11",1,FALSE,FALSE,NA,NA
"682","Why do I crave chipotle 24/7",FALSE,0,NA,2017-11-30 00:36:34,FALSE,NA,"936031164044898304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katiecribb",0,FALSE,FALSE,NA,NA
"683","I'm at Chipotle Mexican Grill in Greenbelt, MD https://t.co/GVn04VkHYp",FALSE,0,NA,2017-11-30 00:36:25,FALSE,NA,"936031126522646528",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","solipsistrealis",0,FALSE,FALSE,NA,NA
"684","Me: I have 7 friends

Girl at Chipotle doesn’t mark my bowl for the extra steak.

Me: https://t.co/zSzY4E1Qst",FALSE,0,NA,2017-11-30 00:36:21,FALSE,NA,"936031106998177793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TopShelfAsshole",0,FALSE,FALSE,NA,NA
"685","RT @business: Chipotle's next CEO may need to be less gourmet chef, more McDonald's manager https://t.co/qXGcag2QXd https://t.co/apHTuF6eNX",FALSE,0,NA,2017-11-30 00:36:11,FALSE,NA,"936031066850082816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DannysKorner",7,TRUE,FALSE,NA,NA
"686","The Short List: #NorthKorea's nuclear no-no; more Medals of Honor; Chipotle's #NorthKorea https://t.co/ppEbydE2hQ",FALSE,0,NA,2017-11-30 00:36:11,FALSE,NA,"936031065528922114",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","amyrightside",0,FALSE,FALSE,NA,NA
"687","Chipotle in D.C.",FALSE,0,NA,2017-11-30 00:36:04,FALSE,NA,"936031035510411265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TigerStyle4Life",0,FALSE,FALSE,NA,NA
"688","RT @biacoolkitty: Come to the chipotle across the galleria tonight from 5-9!!!!! show the flyer on the whs homepage when you pay so our sch…",FALSE,0,NA,2017-11-30 00:36:02,FALSE,NA,"936031028157693952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Leah_Seabrook",1,TRUE,FALSE,NA,NA
"689","#PDNATION SUPPORTERS AT OUR CHIPOTLE FUNDRAISER!! #WEALLIN… https://t.co/8qvqr6z30N",FALSE,0,NA,2017-11-30 00:35:52,FALSE,NA,"936030987934404608",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MzPinnock",0,FALSE,FALSE,NA,NA
"690","@eatmoreramen Please write https://t.co/nrhUDiEk7G and our team will get back to you right away. -James",FALSE,0,"eatmoreramen",2017-11-30 00:35:29,FALSE,"936029716099883011","936030891691913216","105391900","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","ChipotleTweets",0,FALSE,FALSE,NA,NA
"691","@iscythea Official Katsucon Meetup - Akechis at Chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,1,"iscythea",2017-11-30 00:35:24,FALSE,"936030727031934976","936030868111585280","2333493878","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sennarii",0,FALSE,FALSE,NA,NA
"692","RT @megsdem: Chipotle isn’t even that good. THERE I SAID IT",FALSE,0,NA,2017-11-30 00:35:18,FALSE,NA,"936030845391032320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LydiaTomassoni",4,TRUE,FALSE,NA,NA
"693","I just want chipotle and some sleep",FALSE,0,NA,2017-11-30 00:35:16,FALSE,NA,"936030835853144064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leahhh7",0,FALSE,FALSE,NA,NA
"694","I missed my stop to chipotle",FALSE,0,NA,2017-11-30 00:35:15,FALSE,NA,"936030833454014464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CurtisSpears",0,FALSE,FALSE,NA,NA
"695","Come to Chipotle tommorrow and show this flyer to help support you NCHS athletes! https://t.co/Hm6joMXRjY",FALSE,2,NA,2017-11-30 00:34:52,FALSE,NA,"936030736322142208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StuCo_NC",1,FALSE,FALSE,NA,NA
"696","Why the hell is there a trainee rolling burritos EVERY time I come in to Chipotle. Give me gloves and let me do it… https://t.co/CCSIjBDNuB",FALSE,4,NA,2017-11-30 00:34:44,TRUE,NA,"936030701761191936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsKevinFarrell",0,FALSE,FALSE,NA,NA
"697","@Gucci_Bendanna I just skipped my orangetheory workout to get chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> We have to do better. lol",FALSE,0,"Gucci_Bendanna",2017-11-30 00:34:33,FALSE,"936019888614895616","936030654273384448","160268534","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SMagnificent10",0,FALSE,FALSE,NA,NA
"698","RT @Jackie_Ghent: Come show some love to your Eagle Wrestling team, Chipotle from 5-9 today<U+203C><U+FE0F> show them this flyer! https://t.co/AYNZZUmHgO",FALSE,0,NA,2017-11-30 00:34:12,FALSE,NA,"936030566444601344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","icarusstg72",3,TRUE,FALSE,NA,NA
"699","Dam I want chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",FALSE,0,NA,2017-11-30 00:34:05,FALSE,NA,"936030539143876608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OTF_Cmoney",0,FALSE,FALSE,NA,NA
"700","The people who don't like Justice League are the same ones who don't like queso at Chipotle",FALSE,1,NA,2017-11-30 00:34:05,FALSE,NA,"936030538737094656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ColtonZody",0,FALSE,FALSE,NA,NA
"701","Chipotle copycat chicken will quickly become a house staple &amp; the leftovers are great for salads or sandwiches too!… https://t.co/vAw19Ivpyp",FALSE,1,NA,2017-11-30 00:34:03,TRUE,NA,"936030530247839744",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","BeccaLudlum",0,FALSE,FALSE,NA,NA
"702","Sometimes i just want chipotle<ed><U+00A0><U+00BD><ed><U+00B2><U+009C>",FALSE,0,NA,2017-11-30 00:33:56,FALSE,NA,"936030500312973313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kittybowsj",0,FALSE,FALSE,NA,NA
"703","RT @lenadunhamapols: Lena Dunham Apologizes On Her Tumblr Blog For Her New Book About How She  Also 'Kneels In Solidarity With Her People'…",FALSE,0,NA,2017-11-30 00:33:53,FALSE,NA,"936030486379487232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gabe_skora",247,TRUE,FALSE,NA,NA
"704","@BaseballRealest Who only takes 6 forks at Chipotle?",FALSE,1,"BaseballRealest",2017-11-30 00:33:45,FALSE,"935620344576200704","936030455878561792","4835182679","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Beesley15",0,FALSE,FALSE,NA,NA
"705","RT @justatrashtalk: Iron Man
Iron Man 2
Iron Man 3
Captain America TFA
Captain America TWS
Captain America CW
Thor
Thor TDW
Thor Ragnarok
I…",FALSE,0,NA,2017-11-30 00:33:31,FALSE,NA,"936030397309358080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","King_Chipotle",26603,TRUE,FALSE,NA,NA
"706","Interesting, the new CEO ""search committee"" is comprised of Ackman's two recent board appointees

Chipotle $CMG https://t.co/vRYn0gvgMp",FALSE,1,NA,2017-11-30 00:33:27,FALSE,NA,"936030377260527621",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Convertbond",0,FALSE,FALSE,NA,NA
"707","RT @PandoInitiative: Save the date! Join us at Chipotle @ 7130 W. Maple on Thursday, Dec. 14th from 4-8pm. Mention @PandoInitiative , bring…",FALSE,0,NA,2017-11-30 00:33:15,FALSE,NA,"936030327331581953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ErikaHenseler",1,TRUE,FALSE,NA,NA
"708","Via @ModestMoney Chipotle Stock Is Toxic And Should Be Avoided https://t.co/J8jZGD7AjU",FALSE,0,NA,2017-11-30 00:33:02,FALSE,NA,"936030275750060032",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SingleMomIncome",0,FALSE,FALSE,NA,NA
"709","Chipotle is Poppin.... as usual <ed><U+00A0><U+00BD><ed><U+00B1><U+0080>. Heaven on Earth <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",FALSE,3,NA,2017-11-30 00:32:53,FALSE,NA,"936030236138975232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Ruiz_Luis_",0,FALSE,FALSE,NA,NA
"710","RT @lexxieDias: Me: *eats chipotle*

My butt three days later: https://t.co/zQy4iaLDoK",FALSE,0,NA,2017-11-30 00:32:53,FALSE,NA,"936030234197061632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheWhiteGuwop",1,TRUE,FALSE,NA,NA
"711","RT @Carry_but_one_r: Stamp chipotle tops for the bowl are impossible to get back on",FALSE,0,NA,2017-11-30 00:32:49,FALSE,NA,"936030220573913093",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","midgetgee",3,TRUE,FALSE,NA,NA
"712","me , my friends &amp; stink about to get chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+008B> #<U+2764><U+FE0F>",FALSE,0,NA,2017-11-30 00:32:44,FALSE,NA,"936030199191408641",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SheScreaminNell",0,FALSE,FALSE,NA,NA
"713","On a side note, why is there always a douche in shorts and flip flops in Chipotle, regardless of the temperature or time of year?",FALSE,2,NA,2017-11-30 00:32:33,FALSE,NA,"936030153456549888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rod_johnston",0,FALSE,FALSE,NA,NA
"714","RT @ModestMoney Chipotle Stock Is Toxic And Should Be Avoided https://t.co/UISraR6mBF",FALSE,0,NA,2017-11-30 00:32:32,FALSE,NA,"936030147244937217",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","penny_thots",0,FALSE,FALSE,NA,NA
"715","RT @ReformedBroker: Chipotle is seeking a new CEO, and not just another bean counter.",FALSE,0,NA,2017-11-30 00:32:20,FALSE,NA,"936030099169792001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JT_HALL",14,TRUE,FALSE,NA,NA
"716","RT @jonathanmaze: I bet Chipotle taps someone from outside the industry for the next CEO. https://t.co/bNGUxhoWDH",FALSE,0,NA,2017-11-30 00:32:20,FALSE,NA,"936030096384774145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jtracosas",1,TRUE,FALSE,NA,NA
"717","@iscythea Local Akechi squad invades Chipotle",FALSE,0,"iscythea",2017-11-30 00:32:19,FALSE,"936029280290721792","936030091854909440","2333493878","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sennarii",0,FALSE,FALSE,NA,NA
"718","RT @lenadunhamapols: Lena Dunham Apologizes On Her Tumblr Blog For Her New Book About How She  Also 'Kneels In Solidarity With Her People'…",FALSE,0,NA,2017-11-30 00:32:05,FALSE,NA,"936030035999444993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9pcmcnuggets",247,TRUE,FALSE,NA,NA
"719","WATCH: Chipotle leadership change is 'a good thing,' says analyst https://t.co/btOxFprbZS #Denver",FALSE,0,NA,2017-11-30 00:32:04,FALSE,NA,"936030030307586048",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","DENSmallBiz",0,FALSE,FALSE,NA,NA
"720","Spicy Ranch Dressing has hints of cayenne, dill, chipotle, and garlic. #ranch #spicy #dressing… https://t.co/rUeQIsQq8b",FALSE,1,NA,2017-11-30 00:32:01,TRUE,NA,"936030019238944769",NA,"<a href=""http://app.viraltag.com"" rel=""nofollow"">Viraltag</a>","berlyskitchen",0,FALSE,FALSE,NA,NA
"721","lol come get me bitch bring a loaded gun I'm on 168th Chipotle I dont need protection or shit from anyone.
insult my pride",FALSE,0,NA,2017-11-30 00:31:42,FALSE,NA,"936029936619532288",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","monster04235962",0,FALSE,FALSE,NA,NA
"722","Chipotle sounds good <ed><U+00A0><U+00BE><ed><U+00B4><U+00A4>",FALSE,0,NA,2017-11-30 00:31:40,FALSE,NA,"936029931817127938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alexa_Lashay",0,FALSE,FALSE,NA,NA
"723","I need chipotle rn RNNNN",FALSE,1,NA,2017-11-30 00:31:34,FALSE,NA,"936029905703317505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karajanef9",0,FALSE,FALSE,NA,NA
"724","Chipotle girl: we’re out of rice right now it’s gonna be thirty minutes is that okay?
Me: would it be ok if I commi… https://t.co/Xr5qkxCvdF",FALSE,1,NA,2017-11-30 00:31:25,TRUE,NA,"936029866440437760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sharkp00p",0,FALSE,FALSE,NA,NA
"725","i need chipotle nowww.",FALSE,0,NA,2017-11-30 00:31:24,FALSE,NA,"936029862778818561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StowLexi",0,FALSE,FALSE,NA,NA
"726","RT @_ObeyMYBalls: ""cRaVinG cHipOTle"" https://t.co/GTuJCMvsDO",FALSE,0,NA,2017-11-30 00:31:15,FALSE,NA,"936029826766573568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Niyabishh_",1,TRUE,FALSE,NA,NA
"727","@Mr_Haveitall chipotle",FALSE,0,"Mr_Haveitall",2017-11-30 00:31:09,FALSE,"936029732587692032","936029798496862208","225543498","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juicykayyy_",0,FALSE,FALSE,NA,NA
"728","RT @piaspice: the high desert in a nutshell: 
""did you pass the strawberry stand ?"" 
""smoke sesh @ africa?"" 
""do you live on dirt roads?""…",FALSE,0,NA,2017-11-30 00:31:05,FALSE,NA,"936029784768897026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NicoleeWoleee",58,TRUE,FALSE,NA,NA
"729","The Search For A New Chipotle CEO Begins https://t.co/VwuYW9KZ3b $CMG",FALSE,0,NA,2017-11-30 00:31:00,FALSE,NA,"936029762170114048",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Benzinga",0,FALSE,FALSE,NA,NA
"730","Bouta crush this chipotle",FALSE,0,NA,2017-11-30 00:30:58,FALSE,NA,"936029754003722241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AyeeeKayyyy",0,FALSE,FALSE,NA,NA
"731","@ChipotleTweets hi I ordered and paid ahead at the wrong chipotle. I called and they said call corporate. How do I… https://t.co/oj6BDbaKnG",FALSE,0,"ChipotleTweets",2017-11-30 00:30:49,TRUE,NA,"936029716099883011","141341662","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eatmoreramen",0,FALSE,FALSE,NA,NA
"732","Shoutout to jas for treating me to chipotle today <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B2><U+0093> I<U+FE0F> love you pooh <ed><U+00A0><U+00BD><ed><U+00B8><U+009A>",FALSE,0,NA,2017-11-30 00:30:49,FALSE,NA,"936029714220711936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_0hKaaay__",0,FALSE,FALSE,NA,NA
"733","Deberían abrir un chipotle en P.R. Estaría ahí casi todos los días.",FALSE,0,NA,2017-11-30 00:30:47,FALSE,NA,"936029706771664896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShamyChulo11",0,FALSE,FALSE,NA,NA
"734","2. chipotle is FUCKING DISGUSTING",FALSE,9,"melodycharIes",2017-11-30 00:30:44,FALSE,"936028135233073154","936029693433794561","786048714582421504","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melodycharIes",0,FALSE,FALSE,NA,NA
"735","i’m eating my chipotle rn but i also want pizza and chick fil a <ed><U+00A0><U+00BE><ed><U+00B4><U+0095>",FALSE,0,NA,2017-11-30 00:30:42,FALSE,NA,"936029688312549376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","theonlykylah",0,FALSE,FALSE,NA,NA
"736","If you come to chipotle tonight expect ur fajitas to be 1 inch thick i am not in the mood smh",FALSE,2,NA,2017-11-30 00:30:41,FALSE,NA,"936029682503315456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cjsoriasooo",0,FALSE,FALSE,NA,NA
"737","it's my girls bday! hope your day is full of chipotle&amp;boys with cuffed pants and vans! can't wait to celebrate <ed><U+00A0><U+00BD><ed><U+00B8><U+0097><U+2665><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BE><U+0088> https://t.co/x7jKmmO6Mq",FALSE,2,NA,2017-11-30 00:30:40,FALSE,NA,"936029678590156800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laur_mobes",0,FALSE,FALSE,NA,NA
"738","@ChipotleTweets I sent an email! I’m surprised anyone there even saw my tweet. Thank you for your concern. Just ano… https://t.co/wcR8eNJFeq",FALSE,0,"ChipotleTweets",2017-11-30 00:30:28,TRUE,"935215901393195008","936029627537084416","141341662","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seriouslax",0,FALSE,FALSE,NA,NA
"739","chipotle gang can eat my ass",FALSE,1,NA,2017-11-30 00:30:11,FALSE,NA,"936029556452052992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keiraa_burnss",0,FALSE,FALSE,NA,NA
"740","I finished my chipotle

That was some good shit",FALSE,1,NA,2017-11-30 00:30:09,FALSE,NA,"936029547383926784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kobydidwhat",0,FALSE,FALSE,NA,NA
"741","There is still time! Enjoy a tasty meal at Chipotle and support our VSBHCs! https://t.co/h0zP377be4",FALSE,0,NA,2017-11-30 00:30:05,FALSE,NA,"936029532334653440",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","HCConnection",0,FALSE,FALSE,NA,NA
"742","I better get some chipotle today idc idc",FALSE,0,NA,2017-11-30 00:30:00,FALSE,NA,"936029510071455745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__juicyyyyyj",0,FALSE,FALSE,NA,NA
"743","RT @BuzzFeedNews: Chipotle founder Steve Ells is stepping down as CEO of the struggling burrito chain https://t.co/W3oo2gTrOX",FALSE,0,NA,2017-11-30 00:29:59,FALSE,NA,"936029506955071488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrendaJ94822620",34,TRUE,FALSE,NA,NA
